Name,Membership,Category,Description,Address,Phone
 UD Muchtar,Tidak Ada,Bracket (521),"  Profil Perusahaan  Perusahaan UD Muchtar sudah terdaftar sebagai Verified Supplier di Indotrading.com. Beralamat di Jl. Kolonel Sugiono no. 121
Waru - Sidoarjo, Sidoarjo, Jawa Timur, Indonesia. Perusahaan ini menjual Kawat, Besi ","Jl. Kolonel Sugiono no. 121
Waru - Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",
 CV infiniti prima mandiri,Tidak Ada,Bracket (521),"  Profil Perusahaan  CV INFINITI PRIMA MANDIRI merupakan perusahaan distributor barang-barang interior yang memiliki kualitas bagus. salah satu keunggulan perusahaan adalah memegang lisensi brand langsung,seperti salah satu produk unggulan perusahaan yaitu SYNCHROWOOD yang bersertifikat daiken jepang,eph eropa,maupun greenlabel singapore.kedepan perusahaan akan menggandeng pabrik produk-produk interior yang berkualitas terbaik di pasarnya. ","ruko plaza graha famili d-28,lantai 2, jawa timur,surabaya, Surabaya, Jawa Timur, Indonesia",
 Toko Kofu,Tidak Ada,Bracket (521),"  Profil Perusahaan  Kofu bergerak di bidang perdagangan dengan produk bracket, rack, adjuster foot dengan berbagai macam model.
kami mampu membuat dan memproduksi berbagai macam jenis dan model dengan bahan dasar metal stamping & Plastik injection.untuk pertanyaan bisa di email ke  kofuindonesia@gmail.comMarketing : Andi 0812 199 2500 ","Jl. Pluit Barat No. 12, Jakarta Utara, DKI Jakarta, Indonesia",
 PT. Mitra Agung Prakarsa,Tidak Ada,Bracket (521),"  Profil Perusahaan  PT. Mitra Agung Prakarsa, mengembangkan dan menyediakan Solusi IT untuk pelanggan korporat dan individu. Kami menyediakan produk teknologi informasi, terutama dalam menyediakan perangkat keras, perangkat lunak, dan layanan.
Perusahaan kami menawarkan beberapa produk, mampu memasok Komputer Bermerek, Merakit Komputer dan kami dapat menyediakan peralatan komputer lainnya seperti Monitor LCD / LED, Mouse, Keyboard, Kabel, Komponen Jaringan, Toner / Tinta, Speaker, Switch & Router, Harddisk, dan Flash Disk antara lain ","Jl. Gn. Sahari No.1, RT.11/RW.6 Mangga Dua Square Rukan Blok G No 12, Daerah Khusus Ibukota Jakarta 14430, Jakarta Utara, DKI Jakarta, Indonesia",
 Asia Polymer,Diamond Member,Cat dan Pelapis (1611),"  Profil Perusahaan  PT Asia Polymer Merupakan perusahaan yangmenjual Acrylic Lembaran, Teflon Lembaran, HDPE Lembaran, Tirai PVC Strip Curtain, dengan kualitas yang baik dan harga yang terjamin, Kami menerima pembelian dengan jumlah besar. 
Untuk itu, kami siap melayani kebutuhan anda. --  Fungsi Acrylic Lembaran : Acrylic merupakan produk yang berbahan plastik yang biasa di gunakan untuk periklanan seperti display iklan, neon box, penutup panel. -- Fungsi Teflon Lembaran : Teflon sheet merupakan bahan atau material tahan panas untuk membantu penahan panas dari bahan kain. LTC Glodok GF1 RB30 , hayam wuruk Jakarta Barat
Kategori Usaha : Engineering Plastik
WA / CALL : 081333330456
Fax : 021 - 62320507Distributor resmi produk ROCHLING. QUADRANT. GEHR ","LTC Glodok GF1 RB30 , Jl. Hayam Wuruk Jakarta Barat, Jakarta Barat, DKI Jakarta, Indonesia",+62 813-3333-0456
 PT. Multi Era Niaga,Platinum Member,Cat dan Pelapis (1611),"  Profil Perusahaan  PT Multi Era Niaga didirikan sebagai pemasok utama berbagai jenis peralatan dan bahan penting yang digunakan untuk mendukung pembangunan di hampir semua sektor perekonomian Indonesia.
Multi Era Niaga memberikan layanan profesional lengkap kepada pelanggannya di seluruh Indonesia:
• Nasihat Teknis & Rekayasa Aplikasi
• Pasokan Peralatan dan Bahan Kimia Individu
Selain itu, perusahaan juga berkomitmen untuk menjaga standar tertinggi keselamatan dan kesehatan kerja seluruh karyawan perusahaan serta mencegah pencemaran lingkungan.
Perusahaan akan melakukan semua aktivitas dengan pengamanan yang sesuai terhadap paparan masyarakat umum terhadap risiko terhadap keselamatan dan kesehatan mereka.
Perusahaan akan mematuhi semua undang-undang dan peraturan lingkungan, kesehatan, transportasi bahan berbahaya, keselamatan, dan keselamatan produk yang berlaku untuk meminimalkan dampak pencemaran lingkungan. ","JL Menteng Raya No.72, Jakarta Pusat, DKI Jakarta, Indonesia",+62 821-7376-3025
 CV. Sinar Gemilang Packing,Platinum Member,Cat dan Pelapis (1611),"  Profil Perusahaan  Perkenalkan kami dari SINAR GEMILANG sejak 2003 kami menjual produk segala jenis Packing Gasket dan Kebutuhan Industri seperti Klingerit Packing Tombo Type, 1000 , 1303, 1100, 1935, 1120, 1995, dll. Packing Valqua Type 1500, 1501AC, 6500, dll, Packing Gabus Karet, Packing Klingersil C4400, 4403, 4200, dll, Packing Klingerit Kawat 1000, Garlock 1000, Asbestos Jointing Sheet, Asbes Kain, Asbes Tape, Gland Packing Asbes, Piur Teflon, Kevlar , Steam Packing, Rames Packing, Rockwool Sheet, Rockwool Rool, Rockwool Pipe, Steel Wool Veltwool, Kampas Rem, Perrodo, Air Filter, Glass Wool, Graphite Sheet, Fiber Sheet, Sight Glass, Spiral Wound Gasket, dll. Menyediakan produk-produ tersebut dengan berbagai merk: TOMBO, VALQUA, FINE BEST, KLINGER, GARLOCK, CHESTERTON, dll.
Kami juga menjual ENGINEERING PRODUCT seperti Acrylic Sheet, Mika, Acrylic Rood, Acrylic Pipe, Kaca Temper, Teflon Sheet, Teflon Rood, Carbon Teflon Sheet, Carbon Teflon Rood, Pertinak Sheet, Navotek Sheet, Navotek Rood, Uretan Sheet, Uretan Rood, Poly Carbonate, PE Sheet, PE Rood, Nylon Sheet, Rood, Resin Fibber Plate, Resin Fibber Rood, HDPE Sheet, PE, Mc Blue Sheet, Mc Blue Rood, Brake Lining, Kain Pemanas Teflon, Cham Pup, Lem Dowcorning, dll.
Selain itu, kami juga menjual RUBBER PRODUCT"" Karet Sintetis, Karet Hijau, Karet Putih, Silicone Sheet, Selang Silicone, Silicone Rood, Karet Garis, Karet Viton, Karet Epdm, Karet Conveyor, Karet Jerman, Karet Benang, Spoon Hitam, Spoon Putih, Karet Gabus, Spoon Tahan Panas, dll.
TERIMA PESANAN / PEMBUATAN Packing flange standard, ANSI, JIS, PN, ASME, Ada lubang baut / Tanpa lubang baut, SPIRAL WOUND GASKET, ANSI, DN,PN, JIS, Material , SS, CARBON, TITANIUM, GRAPHITE.Demikianlah produk yang kami tawarkan dan masih banyak yang lainnya sekiranya bekerja sama dengan kami, atas kerja samanya kami ucapkan terima kasih.Produk / Jasa Utama Menjual: PACKING SHEET TOMBO 1303, TOMBO 1000, TOMBO 1100, TOMBO 1935, TOMBO 1995, VALQUA 1500, VALQUA 6500, GARLOCK 7021, GARLOCK 1000, KLINGERIT 1000, KLINGERIT 100, KLINGERIT 200, dll.UNTUK PEMESANAN / INFO HUBUNGI :LUCKY
Head Office : LINDETEVES TRADE CENTER LT. GF 1 BLOK C 25 N0.7 JLN. HAYAM WURUK NO.127 JAKARTA-BARAT 11180
telp : 021-62200692
fax : 021-62320991
hp : 081210121989 / 0817158511 ","Lindeteves Trade Centre Lantai GF1 Blok C25 No 7, Jakarta Barat, DKI Jakarta, Indonesia",+62 812-1012-1989
 Dwijaya Star Indonesia,Platinum Member,Cat dan Pelapis (1611),"  Profil Perusahaan  Kami adalah perusahaan yang memproduksi dan jual air accu, air zuur, radiator coolant, shampoo, silicone (pengkilap bodi), semir ban, oil, chamois (lap seba guna), Oli Industri Otomotif, dan
chain lube (pelumas rantai) yang melayani seluruh kota-kota di Indonesia.Perusahaan kami membuka peluang bisnis yang besar dan saling menguntungkan dengan bergabung bersama kami sebagai reseller, grosir atau dengan skala besar sebagai dealer tunggal kami yang nantinya akan mewakili perusahaan kami untuk melayani para reseller dan grosir. ","Pergudangan Meiko Abadi 2 Blok A No 9 Jl Industri Buduran Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",+62 812-3202-091
 CV. Alat Mesin Pertanian,Gold Member,Cat dan Pelapis (1611),"  Profil Perusahaan  CV. Alat Mesin Pertanian merupakan perusahaan yang bergerak dalam bidang perdagangan umum, pabrikasi mesin Pertanian, alat laboratorium, merupakan bagian dari perusahaan karya mitra usaha group .Visi
- Menjadi dan membuat jaringan sumber distribusi mesin pertanian, elektronik, jasa yang dibutuhkan oleh konsumen ( masyarakat umum) .Misi
- Memberikan kepuasaan dalam pelayanan kepada konsumen / customer.
- Selalu berusaha untuk menjadi yang terbaik dalam melakukan suatu hal yang baru agar kebutuhan konsumen / customer bisa terpenuhi.
-Memberikan kinerja yang tepat waktu sesuai dengan yang dijanjikan dan yang diinginkan pihak konsumen / customer.Dengan visi dan misi yang telah tercantum di atas anda boleh mempercayakan kepada kami untuk masalah kinerja kami. Pelayanan yang kami berikan kepada konsumen atau customer adalah menjadi hal utama yang kita prioritaskan dan perhatikan.Menjaga kepercayaan customer itu adalah tanggung jawab kami untuk memberikan pelayanan atau service yang baik. Dengan dedikasi yang kita pelajari dari waktu ke waktu, kita akan selalu menjadi yang terbaik.CV. Alat Mesin Pertanian adalah perusahaan yang menyediakan dan memproduksi alat pertanian, seperti :
Mesin pengolahan gula semut , mesin pengolahan limbah kayu, mesin pengolahan tapioka singkong, mesin pengolahan pemotongan ayam, mesin pengolahan pakan ternak, mesin pengolahan melinjo, mesin pengolahan mete, mesin pengolahan sorgum atau hermada, mesin pengolahan kakao atau coklat, mesin pengolahan kacang, mesin pengolahan cabe, mesin pengolahan kemiri, mesin pengolahan teh, mesin pengolahan minyak atsiri, mesin pengolahan kopi, mesin pengolahan karet, mesin pengolahan kedelai atau soya, mesin pengolahan tahu, mesin pengolahan tempe, mesin pengolahan jagung , mesin pengolahan jeruk, mesin pengolahan mie, mesin pengolahan kompos, mesin pengolahan sagu, mesin pengolahan sabut kelapa, mesin pengolahan briket, mesin pengolahan apel, mesin pengolahan jarak, mesin pengolahan padi, mesin pengolahan sawit, mesin pengolahan kentang, mesin pengolahan bawang, mesin pengolahan tanah atau soil, mesin pengolahan tebu, mesin pengolahan pupuk organik, mesin pengolahan emas atau ballmill atau glundung, mesin pengolahan limbah, mesin pengolahan sampah, mesin pengolahan fiber, mesin pengolahan makanan, mesin pengolahan kripik, mesin pengolahan dodol, mesin press uang, mesin ethanol, mesin cetak batako press, mesin cetak paving atau conblock, mesin cetak batako apung, mesin batako hebel, aplikasi teknologi resin, alat panen sagu, alat panen karet, alat panen sawit, ubinan atau alat analisis, green house, pembuatan batu penyosok, alatmesin melinjo, Alat mesin kacang mete, alat mesin kakao dan coklat, alat mesin kacang tanah, alat mesin cabe, alat mesin kemiri, alat mesin teh, alat mesin daun nilam, alat mesin kopi, alat mesin kedelai, alat mesin jeruk, alat mesin sagu, alat mesin kelapa, alat mesin apel, alat mesin jarak, alat mesin padi, alat mesin kelapa sawit, alat mesin singkong, alat mesin kentang, alat mesin bawang, alat mesin jagung, alat mesin karet, alat mesin umbi-umbian, alat mesin cengkeh, alat mesin pala, alat mesin tembakau, alat mesin tebu, alat mesin kayu, Mesin Pulper Kopi, Mesin Huller Kopi, Mesin Roasting Kopi, Mesin pencucui Kopi, Mesin Grinding Kopi, Mesin Pengolahan Bakso, Mesin Pencetak Bakso, Mesin Mixer Adonan Bakso alat mesin bambu, alat mesin buah buahan, alat-mesin sayur dan obat.Mesin Yang Kami Produksi memiliki kualitas yang bagus, sudah banyak dipakai diseluruh Indonesia, Instasi Pemerintahan dan Swasta serta Para Masyarakat umumUntuk informasi dan pemesanan lebih lanjut silahkan hubungi Kami. ","Ruko Taman Yasmin Sektor VI No.134 , Jl.Ring Road Utara  Bogor, Bogor, Jawa Barat, Indonesia",+62 812-9821-6070
 PT. Berjaya Dynamics Indonesia,Tidak Ada,Cat dan Pelapis (1611),"  Profil Perusahaan  PT. BERJAYA DYNAMICS INDONESIA
PT. Berjaya Dynamics Indonesia adalah perusahaan yang bergerak di bidang import dan distribusi bahan bangunan dan barang pertanian berupa cat semprot, lakban, gerobak sorong, seal tape, rope, selang kompressor, sanitary wares beserta closet dan sprayer/pompa. PT. Berjaya Dynamics Indonesia beralamat di Jl.Pelita Raya I Blok F No.20 Kawasan Industri Medan Star. Desa Tanjung Baru, Tanjung Morawa Deli Serdang. Kami memberikan kualitas premium dengan harga yang terjangkau yang dapat memberikan jaminan kepuasan untuk setiap customer kami. ","Jl.Pelita Raya I Blok F No.20 Kawasan Industri Medan Star, Tanjung Morawa Deli Serdang 203632. North Sumatra Indonesia., Deli Serdang, Sumatera Utara, Indonesia",
 PT. Air Indonesia,Tidak Ada,Cat dan Pelapis (1611),"  Profil Perusahaan  PT. Air indonesia adalah perusahaan yang bergerak dalam bidang oli, grease dan sealant.  Kami spesialis oli, grease dan hidrolik lubricant untuk pesawat terbang komersil maupun militer. Kami adalah authorized distributor Aeroshell Aviation dan Exxonmobil serta representative dari beberapa vendor lubricant lainnya. ","Jl. Mubarokah Raya, Ruko Villa Rizki Ilhami A10/14A, Karawaci, Tangerang - Banten 15810, Kota Tangerang, Banten, Indonesia",
 PT PROCHEM MULIA SEJATI,Gold Member,Cat dan Pelapis (1611),"  Profil Perusahaan  PT Prochem Mulia Sejati, adalah Perusahaan professional dibidang surface finishing. Kami merupakan Distributor/supplier/importir bahan kimia khusus, kimia umum, equipment dan peralatan lainnya untuk kebutuhan coating metal maupun non metal pada berbagai industri.Didirikan pada April tahun 2009 dengan tim yang professional dan berpengalaman. Kami mempunyai komitmen  untuk memberikan standart pelayanan yang professional kepada semua bisnis partner.Perusahaan kami ditunjuk oleh Okuno Chemical Industries Co., Ltd, Pavco Asia South Pte Ltd, dan Atomi produsen kimia Jepang, Amerika dan Hongkong terkemuka dengan spesialisasi  bahan kimia di bidang metal dan non-metal finishing, food ingredients, dan inorganic material, sebagai distributor di Indonesia. Dengan pengalaman lebih dari 100 tahun, produk kami telah digunakan di banyak perusahaan dari berbagai industri. Komitmen kami adalah untuk memberikan pelayanan yang terbaik baik dari segi produk yang berkualitas maupun technical support berdasarkan standar internasional produsen kami dalam rangka mendukung kelancaran produksi di customer sehingga dapat terjalin kerja sama jangka panjang dengan customer kami.Kami membangun perusahaan ini dengan nilai-nilai dasar yaitu :   
•	Professional. Mengerjakan yang harus dikerjakan dengan standard dan keahlian yang tinggi dalam sistematika yang dikelola dengan jelas dengan memperhatikan tujuan organisasi.
•	Reliable. Menjunjung tinggi tanggung jawab dan kepercayaan yang diberikan dan memiliki etos kerja yang tinggi untuk memberikan hasil kerja sesuai dengan target dan time frame yang ditentukan.
•	Outstanding skill. Mempunyai kemampuan teknis dan pemahaman yang tinggi dalam menyelesaikan tugas yang diberikan supaya dapat diandalkan dan menjadi profesional.
•	Customer Focus. Selalu mendahulukan kepentingan pelanggan dengan memberikan pelayanan yang terbaik untuk maju dan berkembang bersama. 
•	Honesty & Openness. Selalu jujur dan terbuka dalam melaksanakan tugas-tugas untuk mencapai tujuan akhir yang saling menguntungkan.
•	Effective & Efficient. Bekerja secara tepat sasaran dan tepat guna agar tercipta pertumbuhan perusahaan untuk menjadi perusahaan yang terkemuka dengan melakukan perencanaan yang matang, pengorganisasian, koordinasi dan pemahaman tujuan yg ingin di capai dalam waktu yang telah ditetapkan.
•	Mutual Benefit. Selalu berorientasi untuk kepentingan dan keuntungan bersama antara perusahaan, karyawan, pelanggan, supplier, negara dan masyarakat. ","Mutiara Taman Palem Blok A5 no.39 Cengkareng Timur Jakarta Barat, DKI Jakarta, DKI Jakarta, Indonesia",+62 838-7060-0788
 Sumber Jaya Paint Brothers,Gold Member,Cat dan Pelapis (1611),"  Profil Perusahaan  Toko cat / Agen Cat murah (Termurah dan Terlengkap) di Jakarta. Kami, Sumber Jaya Paint Brothers, merupakan supplier barang-barang berupa cat, thinner (solvent), dan perlengkapannya untuk keperluan konstruksi/bangunan,  industri, marine, bengkel, furniture, maupun perumahan. 
Dalam pengadaan cat, kami berpartner dengan beberapa supplier terbaik: Jotun, Nippon Paint, PT ICI Paint, Mowilex Indonesia, Propan, Pacific Paint, dan lain sebagainya.
Dapatkan harga cat dan thinner terbaik hanya di tempat kami.Barang-barang yang kami supply termasuk:1. Cat Mobil/ Duco (automotive) , 2. Cat Tembok (decorative) , 3. Cat Kayu/ Besi (synthetic) , 4. Melamic (Furniture) , 5. Cat Marine ( industrial / protective) , dllSelain itu kami juga menjual berbagai macam barang-barang lainnya, seperti : 1. Thinner, 2. Dempul, 3. Lem, Pengadukan cat ( tinting/ mixing) juga tersedia ( baik manual maupun otomatis dengan mesin) . 
Tersedia:
Jotun Multicolor dan Jotun Multicolor Industry
Nippon Colour Creations dan Nippon CC Pro 
Dulux Colour Solutions, 
Mowilex Inspiring Color, 
Propan Multicolor Center,
dan Bellanova Mixing Color ","Industri Raya no 17d, Gunung Sahari, Jakarta Pusat, DKI Jakarta, Indonesia",+62 838-7431-0083
 PT. Pandu Equator Prima,Gold Member,Cat dan Pelapis (1611),"  Profil Perusahaan  PT Pandu Equator Prima (PEP) menjual dan mengerjakan berbagai macam produk geosynthetics seperti : Woven Geotextile, Non Woven Geotextile, Geomembrane, Geogrid, Geocell, Geonet, Prefabricated Vertical Drain, Erosion Control, Geocomposite, Drainage Cell, Drainage Tank, Geo Silt Protector, Geopipe. Dalam kegiatan operasional kami didukung oleh beberapa perusahaan / principal terkemuka, baik lokal maupun international. Dengan berbekal pengalaman lebih dari 12 tahun kami memberikan pelayanan yang terbaik bagi customer / client. Prinsip PT PEP adalah memberikan pelayanan yang terbaik bagi pelanggan dalam hal penyediaan kualitas dan pemilihan produk, harga yang bersaing dan ketepatan waktu pengiriman.Website kami yang lain :
www.pandu-equator.com dan www.jualgeotextile.com ","Jl. Sangata, Blok G-10/1, Jatiwaringin Asri, Pondok Gede – Bekasi 17411 Indonesia, Bekasi, Jawa Barat, Indonesia",
